id;RK_L1_CODE;RK_L1_NAME;RK_L2_CODE;RK_L2_NAME;RK_L3_CODE;RK_L3_NAME;S_PLAN;S_FIN;S_FACT
239;24278;Департамент комунальної власності м.Київа виконавчого органу Київської міської ради (київської міської державної адміністрації);24278;Департамент комунальної власності м.Київа виконавчого органу Київської міської ради (київської міської державної адміністрації);64346;"Комунальне підприємство ""Київжитлоспецексплуатація""";0;239200;239130.93
240;54084;Київська міська рада;54084;Київська міська рада;92963;"Громадська організація ""РІДНІ НИВКИ""";0;730118.75;687578.22
241;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38573;"Орган самоорганізації населення""Комітет мікрорайону""Оліипійський""";0;195437.86;195437.86
242;54084;Київська міська рада;54084;Київська міська рада;22433;"Громадська організація ""Країна правди""";0;686675.42;629579.62
243;80093;Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації);80093;Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації);80093;Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації);-54975280;184609638;171019666.1
244;77607;Святошинська районна в місті Київі державна адміністрація;78013;Служба у справах дітей Святошинської районної в місті Київі державної адміністрації;78013;Служба у справах дітей Святошинської районної в місті Київі державної адміністрації;0;2210413.12;2208959.84
245;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);59335;"Територіальне медичне об'єднання ""СТОМАТОЛОГІЯ"" у місті Київі";37037;Стоматологічна поліклініка Подільського району м. Київа;0;5736823.04;8741997.54
246;77900;Дарницька районна в місті Київі державна адміністрація;77960;Управління праці та соціального захисту населення Дарницької районної в місті Київі державної адміністрації;94102;"Відокремлений підрозділ ""Дарницька місцева (районна в м. Київі) організація ВГО ""Всеукраїнський парламент працездатних інвалідів""";0;28000;28000
247;77766;Деснянська районна в місті Київі державна адміністрація;77927;Управління освіти Деснянської районної в місті Київі державної адміністрації;44112;Школа I-III ступенів № 282 Деснянського району міста Київа;0;11587467.86;11734320.61
248;77540;Голосіївська районна в місті Київі Державна адміністрація;77977;Управління праці та соціального захисту населення Голосіївської районної в місті Київі державної адміністрації;23014;Територіальний центр соціального обслуговування ( надання соціальних послуг) Голосіївського району м.Київа;0;15251696.38;15571488.64
249;49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);64142;"Комунальне підприємство Виконавчого органу Київради (Київської міської державної адміністрації)""Київкомунсервіс""";0;44893642;47593640.22
250;54084;Київська міська рада;54084;Київська міська рада;88984;"Благодійний фонд ""Благодійний та екологічний фонд Олега Костюшка""";0;780437.05;764714.48
251;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);78963;"Орган самоорганізації населення ""Будинковий комітет ""Вулиця Миколи Закревського,47-Б""";0;111464;111464
252;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);94466;"Орган самоорганізації населення ""Вуличний комітет ""Вулиця Макаренка""";0;197563.94;197563.94
253;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);54005;Київський міський Палац ветеранів;54005;Київський міський Палац ветеранів;0;4849234.64;4864268.85
254;25872;Служба у справах дітей та сім'ї виконавчого органу Київської міської ради (Київської міської державної адміністрації);29849;Київський міський центр соціально-психологичної допомоги;29849;Київський міський центр соціально-психологичної допомоги;0;1308901.32;1470280.35
255;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);48407;Центральна бібліотека ім. Т.Г.Шевченка для дітей м. Київа;48407;Центральна бібліотека ім. Т.Г.Шевченка для дітей м. Київа;0;7176114.13;6391638.51
256;77900;Дарницька районна в місті Київі державна адміністрація;89944;Управління капітального будівництва Дарницької районної в місті Київі державної адміністрації;48514;"Комунальне підприємство ""Позняки-Інвест-УКБ Дарницького району міста Київа""";0;14008300;6364643.97
257;77879;Оболонська районна в місті Київі державна адміністрація;77885;Управління житлово-комунального господарства Оболонської районної в місті Київі державної адміністрації;77885;Управління житлово-комунального господарства Оболонської районної в місті Київі державної адміністрації;0;2049446.11;2028835.12
258;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);41656;"Комунальний заклад ""Центр художньої та технічної творчості ""Печерськ""";0;4918797;4881009.05
259;77716;Шевченківська районна в місті Київі державна адміністрація;77803;Управління освіти Шевченківської районної в місті Київі державної адміністрації;39043;Український медичний ліцей Національного медичного університету імені О.О.Богомольця;0;3507667.57;6240445.05
260;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);59335;"Територіальне медичне об'єднання ""СТОМАТОЛОГІЯ"" у місті Київі";46881;Стоматологічна поліклініка №1 Шевченківського району м. Київа;0;749230.19;2381499.86
261;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);54543;КИїВСЬКИЙ МІСЬКИЙ КЛІНІЧНИЙ ОНКОЛОГІЧНИЙ ЦЕНТР;54543;КИїВСЬКИЙ МІСЬКИЙ КЛІНІЧНИЙ ОНКОЛОГІЧНИЙ ЦЕНТР;0;125128984.4;183877291
262;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);49202;"Територіальне медичне об'єднання ""Дерматовенерологія"" у м.Київі";42088;Шкірно-венерологічний диспансер №2 Деснянського району м.Київа;0;4961310.91;5206425.62
263;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);89656;"Комплексна дитячо-юнацька спортивна школа інвалідів ""Прометей""";0;925114.71;922919.74
264;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);85160;"Громадська організація ""Федерація тхеквондо (ВТФ) міста Київа""";0;231320;231320
265;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);33220;"Орган самоорганізації населення ""Комітет мікрорайона ""Осокорська садиба""";0;178658.78;170038.43
266;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);25368;"Театрально-концертний заклад культури ""Київський академічний театр українського фольклору ""Берегиня""";0;7425650;7389048.96
267;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);47581;"Орган самоорганізації населення ""комітет мікрорайону ""Мостицький""";0;118330.02;118330.02
268;77651;Дніпровська районна в місті Київі державна адміністрація;77897;Управління житлово-комунального господарства Дніпровської районної в місті Київі державної адміністрації;1062;"Житлово-будівельний кооператив ""Техніка""";0;148631;148631
269;77900;Дарницька районна в місті Київі державна адміністрація;77967;Управління у справах сім'ї, молоді та спорту Дарницької районної в місті Київі державної адміністрації;98477;Центр по роботі з дітьми та молоддю за місцем проживання Дарницького району міста Київа;0;3232319.02;4161869.79
270;77926;Подільська районна в місті Київі державна адміністрація;77985;Управління праці та соціального захисту населення Подільської районної в місті Київі державної адміністрації;51043;Центр соціально-психологічної реабілітації дітей та молоді з функціональними обмеженнями Подільського району м. Київа;0;919559.2;939341.27
271;77680;Печерська районна в місті Київі державна адміністрація;77840;Управління освіти Печерської районної в місті Київі державної адміністрації;38386;Природничо-науковий ліцей № 145 Печерського району м. Київа;0;5770310.37;5980924.32
272;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49810;"Київська міська галерея мистецтв ""Лавра""";49810;"Київська міська галерея мистецтв ""Лавра""";0;3974208.22;3924053.99
273;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);87448;"Орган самоорганізації населення ""Будинковий комітет ""Вулиця Городня,7,вулиця Докучаївська,12""";0;114379.85;114379.85
274;77900;Дарницька районна в місті Київі державна адміністрація;77960;Управління праці та соціального захисту населення Дарницької районної в місті Київі державної адміністрації;93947;"Громадська спілка ""БРАТЕРСТВО УЧАСНИКІВ БОЙОВИХ ДІЙ УКРАїНИ""";0;42511.08;49181.53
275;77926;Подільська районна в місті Київі державна адміністрація;77979;Відділ культури, туризму та охорони культурної спадщини Подільської районної в місті Київі державної адміністрації;77979;Відділ культури, туризму та охорони культурної спадщини Подільської районної в місті Київі державної адміністрації;0;54496425.55;59333405.71
276;77766;Деснянська районна в місті Київі державна адміністрація;77927;Управління освіти Деснянської районної в місті Київі державної адміністрації;28578;Спеціалізована школа I-III ступенів № 277 з  поглибленим вивченням англійської мови Деснянського району міста Київа;0;14768918.05;14882925.58
277;77766;Деснянська районна в місті Київі державна адміністрація;77933;Служба у справах дітей Деснянської районної в місті Київі державної адміністрації;77933;Служба у справах дітей Деснянської районної в місті Київі державної адміністрації;0;2602045.82;2601255.69
278;24019;Департамент міського благоустрою та збереження природного середовища виконавчого органу Київськоі міської ради (КМДА);24019;Департамент міського благоустрою та збереження природного середовища виконавчого органу Київськоі міської ради (КМДА);54417;"Комунальне підприємство ""Центр ідентифікації тварин""";0;66243;66243
279;28478;Департамент будівництва та житлового забезпечення виконавчого органу Київської міської ради (Київської міської державної адміністрації);28478;Департамент будівництва та житлового забезпечення виконавчого органу Київської міської ради (Київської міської державної адміністрації);48316;"Комунальне підприємство з утримання та експлуатації житлового фонду спеціального призначення ""Спецжитлофонд""";0;196912081;189514022.2
280;77540;Голосіївська районна в місті Київі Державна адміністрація;77977;Управління праці та соціального захисту населення Голосіївської районної в місті Київі державної адміністрації;94790;"Громадська організація ""Рада ветеранів АТО "" Голосіївського району м.Київа""";0;17800;20000
281;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);8780;Державний музей авіації імені О.К. Антонова;8780;Державний музей авіації імені О.К. Антонова;0;5066234.06;5837909.19
282;77900;Дарницька районна в місті Київі державна адміністрація;77896;Управління житлово-комунального господарства Дарницької районної в місті Київі державної адміністрації;77896;Управління житлово-комунального господарства Дарницької районної в місті Київі державної адміністрації;0;1672475.93;1670250.17
283;77716;Шевченківська районна в місті Київі державна адміністрація;77803;Управління освіти Шевченківської районної в місті Київі державної адміністрації;46893;Дитячо-юнацька спортивна школа №20 Шевченківського району м.Київа;0;3826268.07;3933332.57
284;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);54619;"Громадська організація Київське міське Товариство інвалідів ""Аліса""";0;83440;65013.93
285;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);41832;"Орган саморганізації населення ""Будинковий комітет ""Вулиця Інститутська, 15/5""";0;124316.84;124316.84
286;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);2944218700;3137179662;3236549278
287;48310;"Департамент охорони здоров""я виконавчого органу Київської міської ради (Київської міської державної адміністрації)";48310;"Департамент охорони здоров""я виконавчого органу Київської міської ради (Київської міської державної адміністрації)";48310;"Департамент охорони здоров""я виконавчого органу Київської міської ради (Київської міської державної адміністрації)";782760360;415868489.2;371811850.8
288;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);54702;Київська міська Спілка ветеранів Афганістану;0;341550.92;341369.25
289;90389;ДЕПАРТАМЕНТ (ЦЕНТР) НАДАННЯ АДМІНІСТРАТИВНИХ ПОСЛУГ ВИКОНАВЧОГО ОРГАНУ КИїВСЬКОї МІСЬКОї РАДИ (КИїВСЬКОї МІСЬКОї ДЕРЖАВНОї АДМІНІСТРАЦІї);90389;ДЕПАРТАМЕНТ (ЦЕНТР) НАДАННЯ АДМІНІСТРАТИВНИХ ПОСЛУГ ВИКОНАВЧОГО ОРГАНУ КИїВСЬКОї МІСЬКОї РАДИ (КИїВСЬКОї МІСЬКОї ДЕРЖАВНОї АДМІНІСТРАЦІї);90389;ДЕПАРТАМЕНТ (ЦЕНТР) НАДАННЯ АДМІНІСТРАТИВНИХ ПОСЛУГ ВИКОНАВЧОГО ОРГАНУ КИїВСЬКОї МІСЬКОї РАДИ (КИїВСЬКОї МІСЬКОї ДЕРЖАВНОї АДМІНІСТРАЦІї);1268800;24870085;22577575.48
290;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);50786;"Дитяча клінічналікарня №3 Солом""янського р-ну";50786;"Дитяча клінічналікарня №3 Солом""янського р-ну";0;30069254.57;29604647.42
291;77716;Шевченківська районна в місті Київі державна адміністрація;77828;Управління містобудування, архітектури та землекористування Шевченківської районної в місті Київі державної адміністрації;77828;Управління містобудування, архітектури та землекористування Шевченківської районної в місті Київі державної адміністрації;0;30398150.92;29886526.54
292;77900;Дарницька районна в місті Київі державна адміністрація;77963;Управління культури Дарницької районної в місті Київі державної адміністрації;77963;Управління культури Дарницької районної в місті Київі державної адміністрації;0;37006546.19;41471310.33
293;77607;Святошинська районна в місті Київі державна адміністрація;77862;Управління освіти, молоді та спорту Святошинської районної в місті Київі державної адміністрації;77862;Управління освіти, молоді та спорту Святошинської районної в місті Київі державної адміністрації;0;877419176;916327269.2
294;77680;Печерська районна в місті Київі державна адміністрація;77739;Управління праці та соціального захисту населення Печерської районної в місті Київі державної адміністрації;38325;Печерський районний центр соціальних служб для сім'ї ,дітей та молоді;0;4928496.82;4640745.63
295;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);39127;"Орган самоорганізації населення ""Комітет мікрорайону ""Лук""янівський""";0;255784.04;166870.56
296;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);53430;"""Київське міське ""Товариство дітей війни, ветеранів війни та праці""";0;33810;33810
297;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49597;"Концертний заклад культури ""Муніципальний академічний камерний хор ""Київ""";0;5152000;5152000
298;77727;Солом'янська районна в місті Київі державна адміністрація;77969;"Служба у справах дітей Солом""янської районної в місті Київі державної адміністрації";77969;"Служба у справах дітей Солом""янської районної в місті Київі державної адміністрації";0;2576222;2567023.18
299;54084;Київська міська рада;54084;Київська міська рада;88569;"БЛАГОДІЙНА ОРГАНІЗАЦІЯ ""БЛАГОДІЙНИЙ ФОНД ""НЕЗАЛЕЖНА КРАїНА""";0;36200.72;36200.72
300;80093;Апарат виконавчого органу Київської міської ради (Київської міської державної адміністрації);84231;"Комунальна бюджетна установа ""Контактний центр міста Київа""";84231;"Комунальна бюджетна установа ""Контактний центр міста Київа""";0;10459600;10455566.79
301;49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);49702;Департамент житлово-комунальної інфраструктури виконавчого органу Київської міської ради (Київської міської державної адміністрації);64346;"Комунальне підприємство ""Київжитлоспецексплуатація""";0;40802599;37907474.88
302;54084;Київська міська рада;54084;Київська міська рада;94206;"Громадська організація ""ЦЕНТР ПЛЮС""";0;500720.54;468826.83
303;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);48186;Київська міська клінічна лікарня №7;48186;Київська міська клінічна лікарня №7;0;37244508.03;39002431.84
304;77727;Солом'янська районна в місті Київі державна адміністрація;77846;"Управління культури,туризму та охорони культурної спадщини Солом""янської в м.Київі державної адміністрації";77846;"Управління культури,туризму та охорони культурної спадщини Солом""янської в м.Київі державної адміністрації";0;55186519;58411679.82
305;77540;Голосіївська районна в місті Київі Державна адміністрація;77934;Відділ у справах сім'ї, молоді та спорту Голосіївської районної в місті Київі державної адміністрації;31573;Комплексна дитячо-юнацька спортивна школа№15;0;7081585.29;7167445.26
306;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);85273;"Орган самоорганізації населення ""Будинковий комітет ""Вулиця Березняківська, 16""";0;121779.67;121779.67
307;77716;Шевченківська районна в місті Київі державна адміністрація;46978;Управління з питань комунального майна, приватизації та підприїмництва Шевченківської районної у м.Київі ради;46978;Управління з питань комунального майна, приватизації та підприїмництва Шевченківської районної у м.Київі ради;0;0;0
308;54084;Київська міська рада;54084;Київська міська рада;93791;"Громадська організація ""Берегиня Батьківщини""";0;449098.62;438826.22
309;77766;Деснянська районна в місті Київі державна адміністрація;77931;Управління  будівництва, архітектури та землекористування Деснянської районної в місті Київі державної адміністрації;30677;"Комунальне підприємство ""Ватутінськінвестбуд""";0;43360000;30312908.6
310;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);33561;"Орган самоорганізації населення Квартальний комітет ""Дарниця""";0;193497.16;185876.82
311;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);19017;Київський міський консультативно-діагностичний центр;19017;Київський міський консультативно-діагностичний центр;0;31269320.37;34806088.01
312;54084;Київська міська рада;54084;Київська міська рада;95004;"ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""ЧАС КИЯН""";0;668186.86;657897.51
313;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);32343;"Концертно-театральний заклад культури ""Український академічний фольклорно-етнографічний ансамбль ""Калина""";0;9684203;9651677.18
314;77900;Дарницька районна в місті Київі державна адміністрація;77967;Управління у справах сім'ї, молоді та спорту Дарницької районної в місті Київі державної адміністрації;38907;Центр сім'ї Дарницького району міста Київа;0;327712.6;327590.92
315;77926;Подільська районна в місті Київі державна адміністрація;78006;Управління житлово-комунального господарста Подільської районної в місті Київі державної адміністрації;78006;Управління житлово-комунального господарста Подільської районної в місті Київі державної адміністрації;0;1690347.65;1691223.45
316;54084;Київська міська рада;54084;Київська міська рада;84899;"Громадська організація ""Соціально-реабілітаційний центр""";0;1173250.37;1152681.37
317;29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);29161;Департамент освіти і науки, молоді та спорту виконавчого органу Київської міської ради (Київської міської державної адміністрації);5064;"Київська міська організація фізкультурно-спортивного товариства ""Динамо"" України";0;2413009;2019762.95
318;38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);38348;Департамент суспільних комунікацій виконавчого органу Київської міської ради(Київської міської державної адміністрації);83680;"Орган самоорганізації населення ""Комітет мікрорайону ""Каунаський""";0;194350.68;194263.48
319;77766;Деснянська районна в місті Київі державна адміністрація;77887;Управління праці та соціального захисту населення Деснянської районної в місті Київі державної адміністрації;29796;"""Спілка ветеранів Афганістану Деснянського району м. Київа""";0;36040;36040
320;48310;Департамент охорони здоров'я виконавчого органу Київської міської ради (Київської міської державної адміністрації);49676;Олександрівська клінічна лікарня м.Київа;49676;Олександрівська клінічна лікарня м.Київа;0;175921630.1;213329691.5
321;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);45972;Публічна бібліотека імені Лесі Українки для дорослих м.Київа;45972;Публічна бібліотека імені Лесі Українки для дорослих м.Київа;0;14251398.95;14412380.97
322;77729;Департамент соціальної політики виконавчого органу Київської міської ради (Київської міської державної адміністрації);77960;Управління праці та соціального захисту населення Дарницької районної в місті Київі державної адміністрації;77960;Управління праці та соціального захисту населення Дарницької районної в місті Київі державної адміністрації;0;34334788.56;34334788.56
323;77727;Солом'янська районна в місті Київі державна адміністрація;77973;Управління праці та соціального захисту населення Солом'янської районної в місті Київі державної адміністрації;50694;"Спілка ветеранів Афганістану Солом""янського району м.Київа";0;30200;46847.28
324;54084;Київська міська рада;54084;Київська міська рада;93728;"Громадська організація ""Столичний простір""";0;721257.37;660674.52
325;77766;Деснянська районна в місті Київі державна адміністрація;77887;Управління праці та соціального захисту населення Деснянської районної в місті Київі державної адміністрації;38226;Деснянський районний  у м.Київі центр соціальних служб для сім'ї, дітей та молоді;0;3587854.34;3587116.34
326;27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);27372;Департамент культури виконавчого органу Київської міської ради (Київської міської державної адміністрації);53946;"Театрально-видовищний заклад культури ""Український малий драматичний театр""";0;1791141;1719043.86
